sample.id,D0MTP10Exp12021,D0MTP10Exp12022,D0MTP10Exp22021,D0MTP10Exp32022,D0MTP11Exp12021,D0MTP11Exp12022,D0MTP11Exp22021,D0MTP12Exp12021,D0MTP12Exp12022,D0MTP12Exp22021,D0MTP12Exp32022,D0MTP13Exp12021,D0MTP13Exp12022,D0MTP13Exp22021,D0MTP13Exp32022,D0MTP14Exp12021,D0MTP14Exp12022,D0MTP14Exp22021,D0MTP14Exp32022,D0MTP15Exp12021,D0MTP15Exp12022,D0MTP15Exp22021,D0MTP15Exp32022,D0MTP16Exp12021,D0MTP16Exp12022,D0MTP16Exp22021,D0MTP16Exp32022,D0MTP17Exp12021,D0MTP17Exp12022,D0MTP17Exp22021,D0MTP17Exp32022,D0MTP18Exp12021,D0MTP18Exp12022,D0MTP18Exp22021,D0MTP18Exp32022,D0MTP19Exp12021,D0MTP19Exp12022,D0MTP19Exp22021,D0MTP19Exp32022,D0MTP1Exp12021,D0MTP1Exp12022,D0MTP1Exp22021,D0MTP1Exp32022,D0MTP20Exp12021,D0MTP20Exp12022,D0MTP20Exp22021,D0MTP20Exp32022,D0MTP21Exp12021,D0MTP21Exp12022,D0MTP21Exp22021,D0MTP21Exp32022,D0MTP2Exp12021,D0MTP2Exp12022,D0MTP2Exp22021,D0MTP2Exp32022,D0MTP3Exp12021,D0MTP3Exp12022,D0MTP3Exp22021,D0MTP3Exp32022,D0MTP4Exp12021,D0MTP4Exp12022,D0MTP4Exp22021,D0MTP4Exp32022,D0MTP5Exp12021,D0MTP5Exp12022,D0MTP5Exp22021,D0MTP5Exp32022,D0MTP6Exp32022,D0MTP7Exp12021,D0MTP7Exp12022,D0MTP7Exp22021,D0MTP7Exp32022,D0MTP8Exp12021,D0MTP8Exp12022,D0MTP8Exp22021,D0MTP8Exp32022,D0MTP9Exp12021,D0MTP9Exp12022,D0MTP9Exp22021,D0MTP9Exp32022,D14MTP10Exp12021,D14MTP10Exp12022,D14MTP10Exp22021,D14MTP10Exp32022,D14MTP11Exp12021,D14MTP11Exp12022,D14MTP11Exp22021,D14MTP12Exp12021,D14MTP12Exp12022,D14MTP12Exp22021,D14MTP12Exp32022,D14MTP13Exp12021,D14MTP13Exp12022,D14MTP13Exp22021,D14MTP13Exp32022,D14MTP14Exp12021,D14MTP14Exp12022,D14MTP14Exp22021,D14MTP14Exp32022,D14MTP15Exp12021,D14MTP15Exp12022,D14MTP15Exp22021,D14MTP15Exp32022,D14MTP16Exp12022,D14MTP16Exp22021,D14MTP16Exp32022,D14MTP17Exp12021,D14MTP17Exp12022,D14MTP17Exp22021,D14MTP17Exp32022,D14MTP18Exp12021,D14MTP18Exp12022,D14MTP18Exp22021,D14MTP18Exp32022,D14MTP19Exp12021,D14MTP19Exp12022,D14MTP19Exp22021,D14MTP19Exp32022,D14MTP1Exp12021,D14MTP1Exp12022,D14MTP1Exp22021,D14MTP1Exp32022,D14MTP20Exp12021,D14MTP20Exp12022,D14MTP20Exp22021,D14MTP20Exp32022,D14MTP21Exp12021,D14MTP21Exp12022,D14MTP21Exp22021,D14MTP21Exp32022,D14MTP2Exp12022,D14MTP2Exp22021,D14MTP2Exp32022,D14MTP3Exp12021,D14MTP3Exp12022,D14MTP3Exp22021,D14MTP3Exp32022,D14MTP4Exp12021,D14MTP4Exp12022,D14MTP4Exp22021,D14MTP4Exp32022,D14MTP5Exp12021,D14MTP5Exp12022,D14MTP5Exp22021,D14MTP5Exp32022,D14MTP6Exp32022,D14MTP7Exp12021,D14MTP7Exp12022,D14MTP7Exp22021,D14MTP7Exp32022,D14MTP8Exp12021,D14MTP8Exp12022,D14MTP8Exp22021,D14MTP8Exp32022,D14MTP9Exp12021,D14MTP9Exp12022,D14MTP9Exp22021,D14MTP9Exp32022,D15MTP10Exp22022,D15MTP12Exp22022,D15MTP13Exp22022,D15MTP14Exp22022,D15MTP15Exp22022,D15MTP16Exp22022,D15MTP17Exp22022,D15MTP18Exp22022,D15MTP19Exp22022,D15MTP1Exp22022,D15MTP20Exp22022,D15MTP21Exp22022,D15MTP2Exp22022,D15MTP3Exp22022,D15MTP4Exp22022,D15MTP5Exp22022,D15MTP6Exp22022,D15MTP7Exp22022,D15MTP8Exp22022,D15MTP9Exp22022,D1MTP10Exp22022,D1MTP12Exp22022,D1MTP13Exp22022,D1MTP14Exp22022,D1MTP15Exp22022,D1MTP16Exp22022,D1MTP17Exp22022,D1MTP18Exp22022,D1MTP19Exp22022,D1MTP1Exp22022,D1MTP20Exp22022,D1MTP21Exp22022,D1MTP2Exp22022,D1MTP3Exp22022,D1MTP4Exp22022,D1MTP5Exp22022,D1MTP6Exp22022,D1MTP7Exp22022,D1MTP8Exp22022,D1MTP9Exp22022,D21MTP10Exp12022,D21MTP10Exp22021,D21MTP10Exp32022,D21MTP11Exp12022,D21MTP12Exp12022,D21MTP12Exp22021,D21MTP12Exp32022,D21MTP13Exp12022,D21MTP13Exp22021,D21MTP13Exp32022,D21MTP14Exp12022,D21MTP14Exp22021,D21MTP14Exp32022,D21MTP15Exp12022,D21MTP15Exp22021,D21MTP15Exp32022,D21MTP16Exp12022,D21MTP16Exp22021,D21MTP16Exp32022,D21MTP17Exp12022,D21MTP17Exp22021,D21MTP17Exp32022,D21MTP18Exp12022,D21MTP18Exp22021,D21MTP18Exp32022,D21MTP19Exp12022,D21MTP19Exp22021,D21MTP19Exp32022,D21MTP1Exp12022,D21MTP1Exp32022,D21MTP20Exp12022,D21MTP20Exp22021,D21MTP20Exp32022,D21MTP21Exp12022,D21MTP21Exp22021,D21MTP21Exp32022,D21MTP2Exp12022,D21MTP2Exp22021,D21MTP2Exp32022,D21MTP3Exp12022,D21MTP3Exp22021,D21MTP3Exp32022,D21MTP4Exp12022,D21MTP4Exp22021,D21MTP4Exp32022,D21MTP5Exp12022,D21MTP5Exp22021,D21MTP5Exp32022,D21MTP6Exp32022,D21MTP7Exp12022,D21MTP7Exp22021,D21MTP7Exp32022,D21MTP8Exp12022,D21MTP8Exp22021,D21MTP8Exp32022,D21MTP9Exp12022,D21MTP9Exp22021,D21MTP9Exp32022,D22MTP10Exp12021,D22MTP10Exp22022,D22MTP11Exp12021,D22MTP12Exp12021,D22MTP12Exp22022,D22MTP13Exp12021,D22MTP13Exp22022,D22MTP14Exp12021,D22MTP14Exp22022,D22MTP15Exp12021,D22MTP15Exp22022,D22MTP16Exp12021,D22MTP16Exp22022,D22MTP17Exp12021,D22MTP17Exp22022,D22MTP18Exp12021,D22MTP18Exp22022,D22MTP19Exp12021,D22MTP19Exp22022,D22MTP1Exp12021,D22MTP1Exp22022,D22MTP20Exp12021,D22MTP20Exp22022,D22MTP21Exp12021,D22MTP21Exp22022,D22MTP2Exp12021,D22MTP2Exp22022,D22MTP3Exp12021,D22MTP3Exp22022,D22MTP4Exp12021,D22MTP4Exp22022,D22MTP5Exp12021,D22MTP5Exp22022,D22MTP6Exp22022,D22MTP7Exp12021,D22MTP7Exp22022,D22MTP8Exp12021,D22MTP8Exp22022,D22MTP9Exp12021,D22MTP9Exp22022,D28MTP10Exp12021,D28MTP10Exp12022,D28MTP10Exp22021,D28MTP10Exp32022,D28MTP11Exp12021,D28MTP11Exp12022,D28MTP11Exp22021,D28MTP12Exp12021,D28MTP12Exp12022,D28MTP12Exp22021,D28MTP12Exp32022,D28MTP13Exp12021,D28MTP13Exp12022,D28MTP13Exp22021,D28MTP13Exp32022,D28MTP14Exp12021,D28MTP14Exp12022,D28MTP14Exp22021,D28MTP14Exp32022,D28MTP15Exp12021,D28MTP15Exp12022,D28MTP15Exp22021,D28MTP15Exp32022,D28MTP16Exp12021,D28MTP16Exp12022,D28MTP16Exp22021,D28MTP16Exp32022,D28MTP17Exp12021,D28MTP17Exp12022,D28MTP17Exp22021,D28MTP17Exp32022,D28MTP18Exp12021,D28MTP18Exp12022,D28MTP18Exp22021,D28MTP18Exp32022,D28MTP19Exp12021,D28MTP19Exp12022,D28MTP19Exp22021,D28MTP19Exp32022,D28MTP1Exp12021,D28MTP1Exp12022,D28MTP1Exp22021,D28MTP1Exp32022,D28MTP20Exp12021,D28MTP20Exp12022,D28MTP20Exp22021,D28MTP20Exp32022,D28MTP21Exp12021,D28MTP21Exp12022,D28MTP21Exp22021,D28MTP21Exp32022,D28MTP2Exp12021,D28MTP2Exp12022,D28MTP2Exp22021,D28MTP2Exp32022,D28MTP3Exp12021,D28MTP3Exp12022,D28MTP3Exp22021,D28MTP3Exp32022,D28MTP4Exp12021,D28MTP4Exp12022,D28MTP4Exp22021,D28MTP4Exp32022,D28MTP5Exp12021,D28MTP5Exp12022,D28MTP5Exp22021,D28MTP5Exp32022,D28MTP7Exp12021,D28MTP7Exp12022,D28MTP7Exp22021,D28MTP7Exp32022,D28MTP8Exp12021,D28MTP8Exp12022,D28MTP8Exp22021,D28MTP8Exp32022,D28MTP9Exp12021,D28MTP9Exp12022,D28MTP9Exp22021,D28MTP9Exp32022,D29MTP10Exp22022,D29MTP12Exp22022,D29MTP13Exp22022,D29MTP14Exp22022,D29MTP15Exp22022,D29MTP16Exp22022,D29MTP18Exp22022,D29MTP19Exp22022,D29MTP1Exp22022,D29MTP20Exp22022,D29MTP21Exp22022,D29MTP2Exp22022,D29MTP3Exp22022,D29MTP4Exp22022,D29MTP5Exp22022,D29MTP6Exp22022,D29MTP7Exp22022,D29MTP8Exp22022,D29MTP9Exp22022,D7MTP10Exp12021,D7MTP10Exp12022,D7MTP10Exp22021,D7MTP10Exp32022,D7MTP11Exp12021,D7MTP11Exp12022,D7MTP11Exp22021,D7MTP12Exp12021,D7MTP12Exp12022,D7MTP12Exp22021,D7MTP12Exp32022,D7MTP13Exp12021,D7MTP13Exp12022,D7MTP13Exp22021,D7MTP13Exp32022,D7MTP14Exp12021,D7MTP14Exp12022,D7MTP14Exp22021,D7MTP14Exp32022,D7MTP15Exp12021,D7MTP15Exp12022,D7MTP15Exp22021,D7MTP15Exp32022,D7MTP16Exp12021,D7MTP16Exp12022,D7MTP16Exp22021,D7MTP16Exp32022,D7MTP17Exp12021,D7MTP17Exp12022,D7MTP17Exp22021,D7MTP17Exp32022,D7MTP18Exp12022,D7MTP18Exp22021,D7MTP18Exp32022,D7MTP19Exp12021,D7MTP19Exp12022,D7MTP19Exp22021,D7MTP19Exp32022,D7MTP1Exp12021,D7MTP1Exp12022,D7MTP1Exp22021,D7MTP1Exp32022,D7MTP20Exp12021,D7MTP20Exp12022,D7MTP20Exp22021,D7MTP20Exp32022,D7MTP21Exp12021,D7MTP21Exp12022,D7MTP21Exp22021,D7MTP21Exp32022,D7MTP2Exp12021,D7MTP2Exp12022,D7MTP2Exp22021,D7MTP2Exp32022,D7MTP3Exp12021,D7MTP3Exp12022,D7MTP3Exp22021,D7MTP3Exp32022,D7MTP4Exp12021,D7MTP4Exp12022,D7MTP4Exp22021,D7MTP4Exp32022,D7MTP5Exp12021,D7MTP5Exp12022,D7MTP5Exp22021,D7MTP5Exp32022,D7MTP6Exp32022,D7MTP7Exp12021,D7MTP7Exp12022,D7MTP7Exp22021,D7MTP7Exp32022,D7MTP8Exp12021,D7MTP8Exp12022,D7MTP8Exp22021,D7MTP8Exp32022,D7MTP9Exp12021,D7MTP9Exp12022,D7MTP9Exp22021,D7MTP9Exp32022,D8MTP10Exp22022,D8MTP12Exp22022,D8MTP13Exp22022,D8MTP14Exp22022,D8MTP15Exp22022,D8MTP16Exp22022,D8MTP17Exp22022,D8MTP18Exp22022,D8MTP19Exp22022,D8MTP1Exp22022,D8MTP20Exp22022,D8MTP21Exp22022,D8MTP2Exp22022,D8MTP3Exp22022,D8MTP4Exp22022,D8MTP5Exp22022,D8MTP6Exp22022,D8MTP7Exp22022,D8MTP8Exp22022,D8MTP9Exp22022
D0MTP10Exp12021,0,0.203486249,0.165676609,0.172194809,0.094604649,0.198187381,0.17501983,0.083993219,0.185769036,0.174579635,0.172577932,0.120362781,0.191816002,0.169884175,0.166026175,0.084996045,0.182210863,0.167370155,0.160956055,0.084394395,0.184554055,0.181715488,0.164369911,0.094112277,0.184541315,0.17779766,0.161625117,0.081699066,0.187253296,0.169047356,0.184932023,0.108039625,0.207913756,0.17911768,0.172948986,0.114016972,0.187201113,0.171867326,0.173949182,0.098327674,0.197592929,0.171911761,0.178296059,0.12315952,0.205213264,0.173507586,0.168775827,0.112858549,0.192919001,0.174129009,0.165873617,0.120382778,0.18616429,0.179959297,0.172840402,0.10242974,0.192508176,0.165342405,0.16010806,0.089064911,0.194230869,0.170755386,0.165220678,0.063786596,0.190891057,0.175070718,0.169788957,0.169937879,0.074290417,0.206406251,0.169840932,0.185641244,0.097170144,0.170536369,0.173954323,0.173934653,0.072288163,0.179590255,0.171728969,0.158110037,0.289800584,0.281799853,0.252263069,0.23121497,0.266039968,0.26073581,0.202326611,0.232061893,0.24988918,0.370209903,0.240042806,0.223586634,0.260374904,0.208431721,0.224980339,0.263165057,0.237747848,0.335548818,0.220910415,0.253997833,0.246857852,0.222668111,0.243650615,0.257555962,0.215826049,0.214526355,0.197056174,0.23939918,0.385033578,0.223810568,0.241032392,0.230511263,0.276766658,0.224915355,0.235916466,0.245063394,0.270581126,0.22080186,0.211340055,0.222570941,0.280928761,0.212984264,0.21861209,0.297458082,0.289143294,0.22091417,0.232636958,0.23549664,0.371764302,0.226281077,0.261571586,0.240321428,0.222044364,0.243663713,0.252775341,0.217975199,0.194074661,0.211049035,0.236891687,0.311731368,0.219303936,0.241918698,0.238517001,0.277799785,0.194284335,0.18810007,0.319371521,0.240450382,0.289691865,0.210223138,0.242504895,0.24110046,0.31396538,0.219467998,0.240911007,0.282413483,0.214112237,0.190546453,0.287955791,0.225878492,0.255466431,0.226567283,0.234515101,0.242141888,0.247942135,0.291795969,0.235127792,0.227870047,0.241856486,0.228254989,0.202691987,0.229325697,0.221024558,0.22780484,0.229454935,0.248811886,0.244285733,0.231052622,0.15958792,0.204065368,0.163318872,0.19909969,0.158940062,0.185650811,0.190255284,0.158024937,0.165308386,0.175833613,0.154344246,0.207729131,0.187914863,0.169732898,0.174093053,0.192365557,0.161132112,0.171160132,0.181295455,0.190782696,0.27662009,0.253525287,0.28772977,0.267337382,0.230903134,0.204477057,0.292836517,0.255522728,0.210916981,0.27511999,0.261687815,0.346490502,0.246258065,0.2542032,0.223468035,0.267442644,0.243620351,0.313101977,0.26933074,0.230249375,0.26451984,0.2646797,0.229831755,0.258687258,0.258810967,0.245395765,0.307055503,0.305318087,0.225066215,0.22745578,0.36415574,0.238056287,0.273754239,0.250012577,0.272636086,0.303277045,0.233613789,0.255211413,0.32743144,0.230797276,0.233069599,0.169259086,0.239050135,0.190501586,0.277998507,0.277225673,0.287215173,0.228224382,0.207315505,0.237288043,0.245130792,0.243477553,0.236466348,0.214980125,0.251686305,0.269514591,0.225041136,0.213687316,0.288228661,0.288548797,0.240713328,0.203153133,0.211366117,0.250743419,0.287396938,0.198059395,0.218425229,0.220822766,0.283860564,0.234765559,0.282948941,0.262387663,0.226108789,0.234512746,0.250855416,0.252723634,0.27289632,0.241324037,0.271706104,0.24862735,0.248965427,0.249453202,0.267125249,0.252504885,0.253842235,0.224525377,0.266676307,0.268615037,0.310433596,0.242018044,0.241650864,0.304057777,0.244845226,0.276448309,0.253387511,0.235284314,0.231714174,0.254816979,0.280179441,0.270633519,0.354994088,0.299669206,0.289348394,0.261191279,0.298153549,0.262136817,0.270642936,0.243893832,0.363815188,0.217889935,0.315338433,0.343567848,0.294461817,0.244448006,0.259679556,0.227103621,0.255117536,0.315131485,0.229167253,0.223136395,0.371581227,0.289625555,0.259913027,0.366043746,0.306002259,0.218432754,0.264920473,0.40180704,0.314358503,0.222443163,0.237190604,0.312211066,0.269012034,0.342279792,0.250128746,0.26789847,0.355251014,0.271456957,0.235437751,0.242304623,0.259948522,0.221177146,0.354247451,0.323572576,0.336752325,0.32211566,0.289701313,0.344674975,0.338180691,0.327333719,0.22373341,0.275778681,0.279404908,0.275021225,0.330392987,0.210512161,0.217070609,0.289805591,0.209234118,0.273524374,0.33553946,0.217030838,0.231091201,0.295304835,0.244688034,0.299630702,0.213406444,0.337094456,0.34485662,0.285824001,0.237901315,0.236995831,0.353161186,0.236512512,0.259277284,0.246121034,0.262661248,0.275723428,0.248268142,0.262316167,0.210135743,0.203895405,0.282235444,0.287481129,0.22532545,0.261024654,0.244250536,0.265489995,0.330377847,0.27322343,0.289805472,0.209347755,0.271849453,0.288409323,0.242681324,0.248799384,0.203075737,0.318734735,0.213699579,0.211714819,0.262229174,0.291284114,0.24760291,0.228101596,0.245878935,0.234580427,0.209298894,0.166694969,0.273485869,0.210200459,0.212708846,0.19366008,0.221697807,0.207402214,0.216500103,0.366670221,0.244610786,0.209815785,0.20246096,0.22123532,0.212844774,0.201675519,0.202822238,0.197128728,0.231676817,0.235323429,0.209684283,0.234910697,0.219133183,0.201578915,0.19752717,0.214971602,0.221029893,0.202489689,0.20476684,0.220978975,0.209519699,0.210898921,0.198062181,0.25687623,0.192986026,0.211105421,0.175584778,0.230587021,0.20840995,0.213939786,0.222918719,0.229219779,0.173704311,0.213508606,0.21670422,0.231063053,0.322152704,0.187287048,0.219122171,0.214794949,0.217361271,0.192900822,0.158384323,0.219803855,0.219157398,0.201565832,0.186848998,0.17849654,0.265655845,0.222916141,0.198191807,0.180998951,0.219028458,0.234847695,0.209699541,0.212618172,0.215096489,0.192290291,0.201316804,0.24445264,0.227967739,0.206919193,0.219403952,0.244407639,0.21698232,0.226223692,0.283079296,0.223767042,0.156483307,0.235034972,0.224060148,0.201061651,0.231377482,0.207907811,0.212359071,0.203312948,0.207327068,0.224269554,0.238309383
D0MTP10Exp12022,0.203486249,0,0.186322987,0.209793925,0.186952561,0.041832492,0.192605674,0.191741407,0.054479945,0.193857327,0.20756872,0.167003557,0.039654456,0.194859341,0.209422097,0.180013224,0.070189655,0.19035013,0.196057126,0.193210393,0.053123683,0.210360035,0.196826786,0.175829202,0.065066256,0.207293466,0.199059442,0.201374769,0.061793111,0.19646962,0.218204498,0.165264636,0.049899358,0.204166427,0.210752457,0.160575643,0.06375546,0.195025548,0.205473229,0.172432035,0.059703026,0.200637087,0.21458289,0.156612188,0.048017532,0.199786589,0.205406263,0.165232673,0.066396691,0.198672205,0.20206295,0.151240572,0.055246029,0.200211897,0.212522238,0.154847801,0.062111244,0.201203987,0.197462618,0.188073292,0.072115481,0.196471408,0.205012977,0.227463365,0.054729518,0.192629665,0.20973216,0.211342424,0.206241563,0.051117469,0.194046631,0.215956539,0.171228901,0.071562544,0.193717703,0.199104741,0.187592432,0.05365023,0.193705812,0.201422587,0.326145172,0.285634995,0.269109368,0.26701951,0.310696483,0.281459272,0.214828223,0.315764517,0.253267884,0.398576438,0.275590926,0.341020763,0.266529262,0.234958202,0.272413552,0.375447094,0.25008586,0.371209025,0.277611941,0.290974647,0.236623183,0.268901944,0.2811459,0.260304332,0.215371028,0.262476385,0.262208283,0.248529047,0.440253466,0.24636741,0.276155025,0.196869075,0.238583803,0.258264959,0.271385401,0.260803044,0.214915693,0.250423282,0.284226,0.176695064,0.315034091,0.254210413,0.299307525,0.325874567,0.30310443,0.241985843,0.265521437,0.264826,0.408429354,0.258187205,0.256451845,0.27307567,0.274896502,0.297293574,0.27208668,0.211502895,0.260453761,0.300678015,0.227310404,0.373185098,0.283282101,0.319712847,0.237066463,0.3372913,0.240010858,0.222156346,0.360301763,0.23588334,0.358404309,0.278877914,0.355029464,0.248724133,0.357766747,0.269189149,0.335009038,0.285138041,0.213765845,0.227835432,0.360279679,0.267729729,0.317814499,0.262160242,0.309691906,0.280539691,0.312710017,0.338643432,0.287763119,0.275831372,0.277185112,0.2580854,0.259178638,0.264447451,0.268837214,0.272877306,0.278043211,0.267459482,0.279288262,0.28347075,0.183987275,0.229483485,0.185946375,0.232143953,0.162181601,0.203750029,0.215008542,0.165452257,0.188081965,0.191702098,0.163452685,0.25145486,0.217992395,0.189084932,0.19226253,0.217278972,0.154853702,0.191559732,0.203196719,0.210061505,0.316285729,0.272023529,0.344417185,0.306699276,0.259379029,0.223880425,0.311983466,0.302891016,0.226516396,0.311220169,0.271452725,0.310234338,0.299091071,0.281097233,0.26507467,0.305009693,0.262160331,0.320947826,0.307759762,0.265907466,0.294404536,0.296542287,0.250739217,0.263181448,0.322856158,0.258347392,0.238219336,0.329062074,0.265199512,0.249219194,0.40668717,0.265289485,0.316169471,0.276680708,0.274743766,0.379941344,0.288740188,0.225012153,0.384263903,0.265194684,0.233820885,0.208527431,0.27962178,0.170028344,0.338060856,0.283468693,0.298162282,0.296273947,0.242933944,0.281084359,0.286861718,0.270184457,0.259923935,0.196269169,0.280304968,0.269236892,0.262443036,0.254418701,0.32867676,0.362120211,0.26287961,0.247292325,0.24462451,0.260458678,0.283492774,0.24330236,0.281502903,0.264893115,0.292443097,0.2920385,0.292504638,0.288757861,0.284363031,0.274047166,0.326485872,0.283599377,0.312881052,0.286728978,0.332446426,0.253543079,0.303556293,0.278648257,0.284249693,0.25269562,0.270962447,0.312681317,0.314014643,0.293645322,0.380283922,0.291113287,0.294172406,0.353625029,0.271986663,0.294960022,0.267157197,0.305921525,0.259792298,0.265045643,0.305820644,0.295522302,0.366595089,0.320789278,0.30073601,0.310439736,0.335170299,0.259388208,0.339668095,0.202333972,0.386578023,0.227663785,0.376201391,0.399081171,0.328598499,0.198063806,0.33460483,0.248825714,0.291118264,0.355173051,0.259904146,0.258431852,0.414826512,0.318886131,0.272298545,0.389148563,0.341597319,0.243308991,0.285037398,0.451479286,0.334389746,0.243290231,0.294629663,0.343613386,0.280221462,0.357831419,0.279039025,0.258842528,0.390839607,0.32124719,0.294238269,0.233715087,0.276514411,0.244523928,0.397505373,0.367602825,0.369137973,0.329682022,0.290481418,0.372230411,0.373746455,0.33817184,0.278046757,0.230493397,0.295174718,0.280637026,0.396742165,0.259769142,0.23538667,0.30186528,0.28186968,0.203438729,0.352438539,0.246287093,0.26366815,0.303028703,0.298922598,0.275862604,0.251832753,0.383751869,0.391258538,0.255362332,0.308829278,0.209170178,0.373211563,0.236680731,0.273112535,0.286412358,0.298594832,0.317125946,0.276024699,0.291736275,0.276814222,0.228872627,0.302250087,0.360977829,0.286398172,0.30549413,0.289498687,0.279909849,0.425153166,0.294128418,0.364061028,0.245764643,0.282361299,0.296179235,0.269892573,0.279563963,0.2998496,0.324663281,0.199452773,0.245457888,0.372909456,0.273151189,0.244759127,0.283788413,0.225139722,0.245350406,0.230962813,0.213672072,0.280964553,0.224529013,0.22991401,0.24024491,0.152554393,0.171987757,0.2307318,0.449412078,0.151372716,0.207571045,0.207433254,0.197597533,0.177370712,0.196221933,0.212386653,0.242310315,0.211341366,0.272182077,0.223221108,0.221649259,0.173552498,0.223837629,0.224334076,0.174269259,0.176265851,0.22989063,0.288029343,0.143158332,0.187428713,0.23083967,0.148657605,0.240058079,0.181611449,0.231354907,0.296643227,0.214237839,0.225650117,0.241004035,0.25857088,0.213993415,0.185196936,0.233015075,0.203960553,0.173937827,0.373114884,0.212354466,0.213841975,0.168516949,0.257292807,0.209826365,0.187989205,0.209395617,0.179921076,0.219478652,0.20186162,0.257230788,0.254526258,0.222757161,0.207508221,0.155252144,0.195643663,0.249360025,0.223500609,0.312642694,0.191688389,0.222370878,0.21291399,0.256572902,0.264176935,0.233308747,0.255657494,0.286189377,0.211267486,0.254752845,0.29926157,0.251256317,0.168829247,0.27484113,0.265544116,0.209585547,0.264968812,0.242550641,0.243175641,0.239297569,0.249327227,0.258006096,0.279943556
