Tank,sample-id,Experiment,Day,Year,ExpYear,sample_date,SampleEvent,treatment_cellsperml,observed_treatment_cellperml,Species,total_density,relative_inoculant_density_percent,TempC,Cond_mS.cm,Salinity_PSU,pH,Turbidity_FNU,DO_mg.L,TChlor_ug.L
1,D1MTP1Exp22022,2,1,2022,22022,7/19/2022,Day0,10,8.849833333,Haematococcus pluvialis,677.6102117,1.306036004,20.431,166.2,0.08,7.66,9.87,9.06,10.14
1,D8MTP1Exp22022,2,8,2022,22022,7/26/2022,Week1,10,0,Haematococcus pluvialis,1738.581691,0,19.994,168.9,0.08,8.14,8.62,9.19,13.01
1,D15MTP1Exp22022,2,15,2022,22022,8/2/2022,Week2,10,4.397432712,Haematococcus pluvialis,2126.241935,0.206817138,20.032,171.1,0.08,8.54,5.67,8.96,3.6
1,D22MTP1Exp22022,2,22,2022,22022,8/9/2022,Week3,10,0,Haematococcus pluvialis,3695.6904,0,19.268,172.2,0.08,8.55,4.02,9.01,8.09
1,D29MTP1Exp22022,2,29,2022,22022,8/16/2022,Week4,10,0,Haematococcus pluvialis,2338.90986,0,19.031,174.7,0.08,8.53,2.11,9.25,7.08
2,D1MTP2Exp22022,2,1,2022,22022,7/19/2022,Day0,0,0,Haematococcus pluvialis,417.9976912,0,20.494,174.2,0.08,7.78,10.99,9.04,10.08
2,D8MTP2Exp22022,2,8,2022,22022,7/26/2022,Week1,0,0,Haematococcus pluvialis,3208.535319,0,20.076,176.8,0.09,8.35,8.69,9.15,23.34
2,D15MTP2Exp22022,2,15,2022,22022,8/2/2022,Week2,0,0,Haematococcus pluvialis,3429.707864,0,20.071,178.3,0.08,8.29,7.47,8.93,12.76
2,D22MTP2Exp22022,2,22,2022,22022,8/9/2022,Week3,0,0,Haematococcus pluvialis,3319.732756,0,19.302,180.5,0.09,8.42,5.76,9.06,15.03
2,D29MTP2Exp22022,2,29,2022,22022,8/16/2022,Week4,0,0,Haematococcus pluvialis,7167.806063,0,19.208,182.3,0.09,8.27,3.26,9.15,7.86
3,D1MTP3Exp22022,2,1,2022,22022,7/19/2022,Day0,10,9.222579244,Haematococcus pluvialis,526.1417145,1.752869805,20.451,169,0.08,7.81,10.23,9.05,9.92
3,D8MTP3Exp22022,2,8,2022,22022,7/26/2022,Week1,10,4.388347107,Haematococcus pluvialis,1136.00638,0.386295991,19.932,172.5,0.08,8.15,8.72,8.99,13.35
3,D15MTP3Exp22022,2,15,2022,22022,8/2/2022,Week2,10,0,Haematococcus pluvialis,2014.1,0,19.951,183.2,0.09,8.43,7.89,9.04,16.25
3,D22MTP3Exp22022,2,22,2022,22022,8/9/2022,Week3,10,0,Haematococcus pluvialis,6111.803265,0,19.202,177.7,0.09,8.28,4.75,9.07,11.05
3,D29MTP3Exp22022,2,29,2022,22022,8/16/2022,Week4,10,0,Haematococcus pluvialis,738.5786831,0,19.102,177.8,0.08,7.92,2.27,9.32,1.12
4,D1MTP4Exp22022,2,1,2022,22022,7/19/2022,Day0,30,25,Haematococcus pluvialis,766.6661943,3.260871574,20.359,168.3,0.08,7.8,12.29,9.04,10.89
4,D8MTP4Exp22022,2,8,2022,22022,7/26/2022,Week1,30,67.96672,Haematococcus pluvialis,3476.791411,1.954869072,19.933,172.5,0.09,8.3,11.53,9.12,23.83
4,D15MTP4Exp22022,2,15,2022,22022,8/2/2022,Week2,30,29.55809145,Haematococcus pluvialis,9931.215878,0.297628123,19.992,187,0.09,8.34,9.26,8.95,44.12
4,D22MTP4Exp22022,2,22,2022,22022,8/9/2022,Week3,30,0,Haematococcus pluvialis,3968.221564,0,19.362,177.3,0.09,8.4,2.75,9.13,13.76
4,D29MTP4Exp22022,2,29,2022,22022,8/16/2022,Week4,30,0,Haematococcus pluvialis,1741.6472,0,19.139,173.9,0.08,7.77,1.03,9.22,8.5
5,D1MTP5Exp22022,2,1,2022,22022,7/19/2022,Day0,30,8.581656566,Haematococcus pluvialis,481.5282153,1.782171074,20.486,172.5,0.08,7.81,11.52,9.04,10.35
5,D8MTP5Exp22022,2,8,2022,22022,7/26/2022,Week1,30,8.49584,Haematococcus pluvialis,3202.93168,0.265251989,20.048,175,0.09,8.35,10.65,9.06,20.62
5,D15MTP5Exp22022,2,15,2022,22022,8/2/2022,Week2,30,4.370288066,Haematococcus pluvialis,3450.387023,0.126660808,19.991,176.7,0.09,8.07,7.62,9.04,27.87
5,D22MTP5Exp22022,2,22,2022,22022,8/9/2022,Week3,30,0,Haematococcus pluvialis,4291.089919,0,19.264,178.2,0.09,8.27,4.87,9.19,8.58
5,D29MTP5Exp22022,2,29,2022,22022,8/16/2022,Week4,30,0,Haematococcus pluvialis,1644.356129,0,19.155,178.6,0.08,8.08,2.67,9.27,8.01
6,D1MTP6Exp22022,2,1,2022,22022,7/19/2022,Day0,10,0,Haematococcus pluvialis,946.0893254,0,20.497,168.9,0.08,7.82,10.17,9.04,10.28
6,D8MTP6Exp22022,2,8,2022,22022,7/26/2022,Week1,10,4.222584493,Haematococcus pluvialis,2901.304024,0.145540917,20.082,173.3,0.08,8.25,10.27,9.04,15.8
6,D15MTP6Exp22022,2,15,2022,22022,8/2/2022,Week2,10,12.84653226,Haematococcus pluvialis,20983.70057,0.061221481,20.133,176.2,0.08,8.51,7.7,8.95,11.79
6,D22MTP6Exp22022,2,22,2022,22022,8/9/2022,Week3,10,0,Haematococcus pluvialis,529.8996715,0,19.345,176.3,0.08,8.42,3.75,9.09,8.94
6,D29MTP6Exp22022,2,29,2022,22022,8/16/2022,Week4,10,76.17578059,Haematococcus pluvialis,2715.829772,2.804880533,19.106,178.4,0.08,8.05,1.54,9.18,7.07
7,D1MTP7Exp22022,2,1,2022,22022,7/19/2022,Day0,100,12.64261905,Haematococcus pluvialis,931.0547463,1.357881381,20.441,165,0.08,7.82,9.66,9.06,10.1
7,D8MTP7Exp22022,2,8,2022,22022,7/26/2022,Week1,100,26.4393361,Haematococcus pluvialis,877.204955,3.014043178,20.125,167.7,0.08,8.09,8.49,9.07,10.84
7,D15MTP7Exp22022,2,15,2022,22022,8/2/2022,Week2,100,0,Haematococcus pluvialis,802.4178492,0,20.037,171,0.08,8.33,7.14,8.96,12.1
7,D22MTP7Exp22022,2,22,2022,22022,8/9/2022,Week3,100,0,Haematococcus pluvialis,5301.471587,0,19.441,169.4,0.08,8.42,7.07,9.15,27.2
7,D29MTP7Exp22022,2,29,2022,22022,8/16/2022,Week4,100,21.19720559,Haematococcus pluvialis,1743.212584,1.215985118,19.514,172.2,0.08,8.59,3.61,9.42,8.56
8,D1MTP8Exp22022,2,1,2022,22022,7/19/2022,Day0,30,12.95097561,Haematococcus pluvialis,716.1539486,1.808406647,20.367,168.2,0.08,7.82,11,9.04,10.64
8,D8MTP8Exp22022,2,8,2022,22022,7/26/2022,Week1,30,4.343476483,Haematococcus pluvialis,5100.099361,0.085164546,20.123,172.9,0.08,7.99,10.39,9.11,28.18
8,D15MTP8Exp22022,2,15,2022,22022,8/2/2022,Week2,30,4.273561368,Haematococcus pluvialis,3230.037811,0.132306853,20.045,175,0.09,8.4,7.31,8.93,20.24
8,D22MTP8Exp22022,2,22,2022,22022,8/9/2022,Week3,30,0,Haematococcus pluvialis,2597.901488,0,19.372,177.6,0.08,8.16,5.86,9.14,10.89
8,D29MTP8Exp22022,2,29,2022,22022,8/16/2022,Week4,30,0,Haematococcus pluvialis,1767.028963,0,19.341,175.1,0.08,8.35,3.6,9.8,9.66
9,D1MTP9Exp22022,2,1,2022,22022,7/19/2022,Day0,0,0,Haematococcus pluvialis,866.4690377,0,20.423,168.6,0.08,7.81,11.34,9.05,10.36
9,D8MTP9Exp22022,2,8,2022,22022,7/26/2022,Week1,0,0,Haematococcus pluvialis,6354.541551,0,20.2,174.1,0.09,8.2,10.54,9.08,28.24
9,D15MTP9Exp22022,2,15,2022,22022,8/2/2022,Week2,0,0,Haematococcus pluvialis,2249.407739,0,19.966,179.1,0.08,8.04,9.22,9.02,22.24
9,D22MTP9Exp22022,2,22,2022,22022,8/9/2022,Week3,0,0,Haematococcus pluvialis,8159.546333,0,19.343,175.7,0.09,8.24,5.9,9.05,14.66
9,D29MTP9Exp22022,2,29,2022,22022,8/16/2022,Week4,0,0,Haematococcus pluvialis,10101.55376,0,19.224,176.2,0.08,8.09,5.31,9.36,23.12
10,D1MTP10Exp22022,2,1,2022,22022,7/19/2022,Day0,0,0,Haematococcus pluvialis,528.7589496,0,20.335,176.1,0.08,7.82,10.53,9.08,9.23
10,D8MTP10Exp22022,2,8,2022,22022,7/26/2022,Week1,0,0,Haematococcus pluvialis,141.425908,0,20.033,180.5,0.09,8.28,8.72,9.11,9.33
10,D15MTP10Exp22022,2,15,2022,22022,8/2/2022,Week2,0,0,Haematococcus pluvialis,1228.565098,0,19.973,187,0.09,8.36,9.14,8.92,13.05
10,D22MTP10Exp22022,2,22,2022,22022,8/9/2022,Week3,0,0,Haematococcus pluvialis,4693.266452,0,19.227,184.6,0.09,8.29,9.24,9.11,27.47
10,D29MTP10Exp22022,2,29,2022,22022,8/16/2022,Week4,0,0,Haematococcus pluvialis,737.3666802,0,19.125,184.6,0.09,8.08,4.27,9.36,9.94
12,D1MTP12Exp22022,2,1,2022,22022,7/19/2022,Day0,100,98.09453815,Haematococcus pluvialis,854.8347777,11.47526291,20.412,167.9,0.08,7.79,11.66,9.06,10.03
12,D8MTP12Exp22022,2,8,2022,22022,7/26/2022,Week1,100,21.58495935,Haematococcus pluvialis,3811.903821,0.566251416,20.051,171.1,0.08,8.28,10.59,9.01,23.92
12,D15MTP12Exp22022,2,15,2022,22022,8/2/2022,Week2,100,4.452746331,Haematococcus pluvialis,1204.951877,0.369537275,20.027,174.4,0.09,8.34,8.45,8.93,19.21
12,D22MTP12Exp22022,2,22,2022,22022,8/9/2022,Week3,100,0,Haematococcus pluvialis,7136.150126,0,19.322,175.5,0.08,8.52,5.76,9.19,12.36
12,D29MTP12Exp22022,2,29,2022,22022,8/16/2022,Week4,100,0,Haematococcus pluvialis,2666.058577,0,19.299,177.2,0.08,8.17,3.64,9.23,10.08
13,D1MTP13Exp22022,2,1,2022,22022,7/19/2022,Day0,1,4.308235294,Haematococcus pluvialis,568.3474054,0.758028497,20.456,175,0.08,7.81,9.99,9.03,9.07
13,D8MTP13Exp22022,2,8,2022,22022,7/26/2022,Week1,1,8.942989474,Haematococcus pluvialis,1694.352544,0.527811612,20.168,182.2,0.09,8.36,5.96,9,17.96
13,D15MTP13Exp22022,2,15,2022,22022,8/2/2022,Week2,1,0,Haematococcus pluvialis,2392.679636,0,20.113,182.9,0.09,8.43,5.81,8.89,11.34
13,D22MTP13Exp22022,2,22,2022,22022,8/9/2022,Week3,1,0,Haematococcus pluvialis,2809.108387,0,19.445,182.9,0.09,8.53,3.9,8.9,7.73
13,D29MTP13Exp22022,2,29,2022,22022,8/16/2022,Week4,1,0,Haematococcus pluvialis,2635.444245,0,19.435,187,0.09,8.39,2.76,9.34,7.15
14,D1MTP14Exp22022,2,1,2022,22022,7/19/2022,Day0,30,8.794865424,Haematococcus pluvialis,898.2031154,0.979162204,29.517,168.5,0.08,7.8,10.18,9.01,10.01
14,D8MTP14Exp22022,2,8,2022,22022,7/26/2022,Week1,30,27.17219616,Haematococcus pluvialis,5423.412034,0.501016629,19.894,181.5,0.09,8.26,8.56,9.1,37.27
14,D15MTP14Exp22022,2,15,2022,22022,8/2/2022,Week2,30,50.13639485,Haematococcus pluvialis,2011.879491,2.492017792,19.941,176.5,0.08,8.37,7.76,9.02,30.59
14,D22MTP14Exp22022,2,22,2022,22022,8/9/2022,Week4,30,12.74376,Haematococcus pluvialis,3959.06144,0.321888412,19.333,179.5,0.09,8.57,3.36,9.22,15.15
14,D29MTP14Exp22022,2,29,2022,22022,8/16/2022,Week3,30,0,Haematococcus pluvialis,923.6471073,0,19.188,177,0.08,7.8,2.1,9.29,9.99
15,D1MTP15Exp22022,2,1,2022,22022,7/19/2022,Day0,100,31.03908142,Haematococcus pluvialis,711.7402579,4.361012473,20.42,175,0.08,7.79,11.06,9.05,9.91
15,D8MTP15Exp22022,2,8,2022,22022,7/26/2022,Week1,100,75.69668763,Haematococcus pluvialis,1932.003192,3.918041541,19.959,174.2,0.08,8.25,9.2,9.08,17.45
15,D15MTP15Exp22022,2,15,2022,22022,8/2/2022,Week2,100,8.722628337,Haematococcus pluvialis,1730.738007,0.503983174,20.001,176.5,0.08,8.38,7.15,9.05,12.93
15,D22MTP15Exp22022,2,22,2022,22022,8/9/2022,Week3,100,0,Haematococcus pluvialis,8426.76813,0,19.302,174.2,0.09,8.42,4.97,9.04,9.95
15,D29MTP15Exp22022,2,29,2022,22022,8/16/2022,Week4,100,0,Haematococcus pluvialis,7018.174882,0,19.28,182.8,0.09,8.34,4.44,9.23,9.85
16,D1MTP16Exp22022,2,1,2022,22022,7/19/2022,Day0,0,0,Haematococcus pluvialis,433.3706685,0,20.33,175.8,0.08,7.81,9.99,9.06,9.76
16,D8MTP16Exp22022,2,8,2022,22022,7/26/2022,Week1,0,4.31699187,Haematococcus pluvialis,1306.830923,0.330340505,20.021,179.5,0.09,8.18,5.69,9.1,12.89
16,D15MTP16Exp22022,2,15,2022,22022,8/2/2022,Week2,0,0,Haematococcus pluvialis,1434.642353,0,19.915,182,0.09,8.64,7.68,8.97,14.1
16,D22MTP16Exp22022,2,22,2022,22022,8/9/2022,Week3,0,0,Haematococcus pluvialis,7585.571429,0,19.294,183.9,0.09,8.3,4.91,9.17,14.53
16,D29MTP16Exp22022,2,29,2022,22022,8/16/2022,Week4,0,0,Haematococcus pluvialis,977.5548117,0,19.152,186.5,0.09,8.1,4.54,9.33,11
17,D1MTP17Exp22022,2,1,2022,22022,7/19/2022,Day0,1,0,Haematococcus pluvialis,689.6523506,0,20.409,166.6,0.08,7.81,11.71,9.05,10.42
17,D8MTP17Exp22022,2,8,2022,22022,7/26/2022,Week1,1,12.97735234,Haematococcus pluvialis,5072.195378,0.255852769,20.016,171.6,0.08,8.3,10.03,9.08,26.15
17,D15MTP17Exp22022,2,15,2022,22022,8/2/2022,Week2,1,4.290828283,Haematococcus pluvialis,4796.815956,0.089451593,19.913,175.3,0.09,8.68,6.59,9.09,19.02
17,D22MTP17Exp22022,2,22,2022,22022,8/9/2022,Week3,1,0,Haematococcus pluvialis,6555.432099,0,19.45,174.7,0.08,8.36,5.13,9.13,14.15
17,D29MTP17Exp22022,2,29,2022,22022,8/16/2022,Week4,1,0,Haematococcus pluvialis,5406.443636,0,19.233,176.8,0.09,8.2,3.61,9.32,10.96
18,D1MTP18Exp22022,2,1,2022,22022,7/19/2022,Day0,10,4.290828283,Haematococcus pluvialis,373.6126957,1.148469614,20.401,180.3,0.08,7.83,11.17,9.06,9.25
18,D8MTP18Exp22022,2,8,2022,22022,7/26/2022,Week1,10,148.5897942,Haematococcus pluvialis,918.1405189,16.18377483,19.999,188.2,0.09,8.27,6.64,9.07,9.75
18,D15MTP18Exp22022,2,15,2022,22022,8/2/2022,Week2,10,89.05492662,Haematococcus pluvialis,6991.924927,1.273682535,19.934,190.4,0.09,8.39,10.05,8.97,16.12
18,D22MTP18Exp22022,2,22,2022,22022,8/9/2022,Week3,10,0,Haematococcus pluvialis,2895.52098,0,19.273,190.7,0.09,8.02,9.25,9.14,20.29
18,D29MTP18Exp22022,2,29,2022,22022,8/16/2022,Week4,10,0,Haematococcus pluvialis,793.7591786,0,19.174,193.3,0.09,8.24,6.37,9.32,11.44
19,D1MTP19Exp22022,2,1,2022,22022,7/19/2022,Day0,100,26.00767347,Haematococcus pluvialis,945.1108462,2.751811978,20.394,176,0.08,7.83,11.64,9.05,10.55
19,D8MTP19Exp22022,2,8,2022,22022,7/26/2022,Week1,100,13.35823899,Haematococcus pluvialis,3630.061211,0.367989359,20.032,180.6,0.09,8.15,10.42,9.1,21.39
19,D15MTP19Exp22022,2,15,2022,22022,8/2/2022,Week2,100,17.55338843,Haematococcus pluvialis,1579.78744,1.111123432,20.008,183.1,0.09,8.31,9.49,8.92,21.67
19,D22MTP19Exp22022,2,22,2022,22022,8/9/2022,Week3,100,4.406556017,Haematococcus pluvialis,4796.481597,0.091870592,19.47,184.7,0.09,8.37,4.68,9.22,10.07
19,D29MTP19Exp22022,2,29,2022,22022,8/16/2022,Week4,100,4.31699187,Haematococcus pluvialis,7615.173659,0.056689342,19.215,187,0.09,8.37,4.4,9.33,12.93
20,D1MTP20Exp22022,2,1,2022,22022,7/19/2022,Day0,1,4.308235294,Haematococcus pluvialis,624.3329222,0.690054159,20.587,175.3,0.08,7.81,11.81,9.03,10.46
20,D8MTP20Exp22022,2,8,2022,22022,7/26/2022,Week1,1,21.15498008,Haematococcus pluvialis,5023.870683,0.421089264,19.924,179.5,0.08,8.3,10.4,9.09,25.96
20,D15MTP20Exp22022,2,15,2022,22022,8/2/2022,Week2,1,0,Haematococcus pluvialis,2453.1738,0,20.06,184.3,0.09,8.15,9.39,9.05,17.82
20,D22MTP20Exp22022,2,22,2022,22022,8/9/2022,Week3,1,0,Haematococcus pluvialis,4203.48569,0,29.523,186.1,0.09,8.16,4.54,9.04,17.73
20,D29MTP20Exp22022,2,29,2022,22022,8/16/2022,Week4,1,0,Haematococcus pluvialis,15124.51025,0,19.493,200.6,0.09,8.29,5.75,9.29,13.24
21,D1MTP21Exp22022,2,1,2022,22022,7/19/2022,Day0,1,4.24792,Haematococcus pluvialis,1040.48295,0.408264258,20.572,171.8,0.08,7.82,10.13,9.02,9.9
21,D8MTP21Exp22022,2,8,2022,22022,7/26/2022,Week1,1,0,Haematococcus pluvialis,1529.423529,0,20.107,179.7,0.09,8.11,9.41,9.1,14.33
21,D15MTP21Exp22022,2,15,2022,22022,8/2/2022,Week2,1,4.256432866,Haematococcus pluvialis,2520.035667,0.168903676,20.11,179.7,0.09,8.11,6.17,8.93,16.6
21,D22MTP21Exp22022,2,22,2022,22022,8/9/2022,Week3,1,0,Haematococcus pluvialis,4384.071282,0,19.442,180.1,0.09,8.19,4.67,9.12,10.55
21,D29MTP21Exp22022,2,29,2022,22022,8/16/2022,Week4,1,0,Haematococcus pluvialis,13253.16504,0,19.506,189.6,0.09,8.42,4.25,9.18,12.07
1,D0MTP1Exp32022,3,0,2022,32022,9/19/2022,Day0,0,0,Chrysosphaerella sp.,1712.357473,0,17.32,188.2,0.09,7.65,8.03,9.33,6.1
1,D7MTP1Exp32022,3,7,2022,32022,9/26/2022,Week1,0,0,Chrysosphaerella sp.,19973.89322,0,17.74,191.3,0.09,7.92,6.02,9.31,55.52
1,D14MTP1Exp32022,3,14,2022,32022,10/3/2022,Week2,0,0,Chrysosphaerella sp.,10210.67656,0,17.95,195,0.09,8.02,3.76,9.32,11.25
1,D21MTP1Exp32022,3,21,2022,32022,10/10/2022,Week3,0,0,Chrysosphaerella sp.,7557.757667,0,18.263,197.9,0.09,7.72,4.04,9.28,22.68
1,D28MTP1Exp32022,3,28,2022,32022,10/17/2022,Week4,0,0,Chrysosphaerella sp.,12478.6915,0,17.394,201.3,0.1,7.88,2.13,9.34,10.67
2,D0MTP2Exp32022,3,0,2022,32022,9/19/2022,Day0,10,12.87248485,Chrysosphaerella sp.,1681.092565,0.76572136,17.324,188,0.09,7.59,7.31,9.41,6.06
2,D7MTP2Exp32022,3,7,2022,32022,9/26/2022,Week1,10,0,Chrysosphaerella sp.,15030.44274,0,17.935,190.8,0.09,8.16,7.55,9.25,70.31
2,D14MTP2Exp32022,3,14,2022,32022,10/3/2022,Week2,10,0,Chrysosphaerella sp.,13976.18123,0,18.271,191.1,0.09,8.05,4.03,9.2,46.78
2,D21MTP2Exp32022,3,21,2022,32022,10/10/2022,Week3,10,0,Chrysosphaerella sp.,5821.223704,0,17.829,197.4,0.09,8.07,3.53,8.92,7.39
2,D28MTP2Exp32022,3,28,2022,32022,10/17/2022,Week4,10,0,Chrysosphaerella sp.,5266.016529,0,17.147,204.7,0.1,7.89,2.93,9.34,15.32
3,D0MTP3Exp32022,3,0,2022,32022,9/19/2022,Day0,100,114.2368924,Chrysosphaerella sp.,1494.810892,7.642230399,17.376,188.1,0.09,7.63,8.02,9.2,5.65
3,D7MTP3Exp32022,3,7,2022,32022,9/26/2022,Week1,100,4.388347107,Chrysosphaerella sp.,5374.726233,0.081647826,18.072,198.6,0.09,8.32,4.57,9.13,31.75
3,D14MTP3Exp32022,3,14,2022,32022,10/3/2022,Week2,100,4.406556017,Chrysosphaerella sp.,4265.546224,0.103305785,18.091,196.4,0.09,8.07,5.25,9.18,25.61
3,D21MTP3Exp32022,3,21,2022,32022,10/10/2022,Week3,100,0,Chrysosphaerella sp.,6126.482231,0,17.7788,197.2,0.09,8.14,3.57,8.97,8.08
3,D28MTP3Exp32022,3,28,2022,32022,10/17/2022,Week4,100,0,Chrysosphaerella sp.,4125.088578,0,17.703,196.8,0.09,8.29,1.48,9.22,9.19
4,D0MTP4Exp32022,3,0,2022,32022,9/19/2022,Day0,0,0,Chrysosphaerella sp.,1303.440716,0,17.38,188.1,0.09,7.68,7.64,9.37,6.14
4,D7MTP4Exp32022,3,7,2022,32022,9/26/2022,Week1,0,0,Chrysosphaerella sp.,14592.55109,0,17.883,192.2,0.09,8.05,6.53,9.28,50.99
4,D14MTP4Exp32022,3,14,2022,32022,10/3/2022,Week2,0,4.222584493,Chrysosphaerella sp.,19331.41239,0.021843125,18.241,197.1,0.09,7.91,4.83,9.23,11.14
4,D21MTP4Exp32022,3,21,2022,32022,10/10/2022,Week3,0,0,Chrysosphaerella sp.,6431.35088,0,17.913,192.2,0.09,8.18,2.8,8.98,6.73
4,D28MTP4Exp32022,3,28,2022,32022,10/17/2022,Week4,0,0,Chrysosphaerella sp.,8143.334034,0,17.572,206.1,0.1,8.2,1.55,9.28,20.79
5,D0MTP5Exp32022,3,0,2022,32022,9/19/2022,Day0,0,0,Chrysosphaerella sp.,1303.042945,0,17.405,188.1,0.09,7.66,7.38,9.3,6.02
5,D7MTP5Exp32022,3,7,2022,32022,9/26/2022,Week1,0,0,Chrysosphaerella sp.,20902.46349,0,18.075,190.8,0.09,8.17,6.42,9.23,73.51
5,D14MTP5Exp32022,3,14,2022,32022,10/2/2022,Week2,0,0,Chrysosphaerella sp.,9386.532903,0,18.098,199.2,0.09,8.39,4.03,9.13,9.26
5,D21MTP5Exp32022,3,21,2022,32022,10/10/2022,Week3,0,0,Chrysosphaerella sp.,4550.091629,0,17.905,196.6,0.09,8.1,2.27,8.97,7.45
5,D28MTP5Exp32022,3,28,2022,32022,10/17/2022,Week4,0,0,Chrysosphaerella sp.,3206.232611,0,17.34,204.3,0.1,8,1.42,9.39,4.9
6,D0MTP6Exp32022,3,0,2022,32022,9/19/2022,Day0,100,81.52573737,Chrysosphaerella sp.,1223.696064,6.662253788,17.42,188.1,0.09,7.64,8.05,9.23,6.02
6,D7MTP6Exp32022,3,7,2022,32022,9/26/2022,Week1,100,0,Chrysosphaerella sp.,6643.74688,0,18.177,187.8,0.09,8.3,6.74,9.23,37.32
6,D14MTP6Exp32022,3,14,2022,32022,10/3/2022,Week2,100,0,Chrysosphaerella sp.,6805.341224,0,18.42,229.1,0.11,8.27,2.74,8.93,7.19
6,D21MTP6Exp32022,3,21,2022,32022,10/10/2022,Week3,100,0,Chrysosphaerella sp.,9413.600494,0,17.789,197.4,0.09,8.16,2.73,9.07,4.34
6,D28MTP6Exp32022,3,28,2022,32022,10/17/2022,Week4,100,0,Chrysosphaerella sp.,4131.283638,0,17.588,198.5,0.09,8.04,1.08,9.36,11.9
7,D0MTP7Exp32022,3,0,2022,32022,9/19/2022,Day0,10,17.73661795,Chrysosphaerella sp.,1418.892866,1.250032217,17.445,188.1,0.09,7.73,7.67,9.43,5.82
7,D7MTP7Exp32022,3,7,2022,32022,9/26/2022,Week1,10,0,Chrysosphaerella sp.,35968.61241,0,18.137,194.8,0.09,8.03,6.47,9.13,50.13
7,D14MTP7Exp32022,3,14,2022,32022,10/3/2022,Week2,10,0,Chrysosphaerella sp.,7982.259508,0,18.181,196.1,0.09,8.01,5.34,9.22,35.09
7,D21MTP7Exp32022,3,21,2022,32022,10/10/2022,Week3,10,0,Chrysosphaerella sp.,4684.465138,0,18.08,196.8,0.09,8.28,2.1,8.88,6.25
7,D28MTP7Exp32022,3,28,2022,32022,10/17/2022,Week4,10,0,Chrysosphaerella sp.,3033.525363,0,17.049,207.4,0.1,7.89,2.74,9.43,8.3
8,D0MTP8Exp32022,3,0,2022,32022,9/19/2022,Day0,100,112.0141176,Chrysosphaerella sp.,1452.225663,7.713272154,17.491,188.3,0.09,7.46,7.28,9.22,6.02
8,D7MTP8Exp32022,3,7,2022,32022,9/26/2022,Week1,100,0,Chrysosphaerella sp.,4270.019918,0,18.14,193.8,0.09,8.08,7.04,9.27,69.15
8,D14MTP8Exp32022,3,14,2022,32022,10/3/2022,Week2,100,0,Chrysosphaerella sp.,7686.297869,0,18.407,196.4,0.09,8.09,2.75,8.83,7.49
8,D21MTP8Exp32022,3,21,2022,32022,10/10/2022,Week3,100,0,Chrysosphaerella sp.,3607.221322,0,17.858,200.5,0.09,8.09,5.57,8.98,6.19
8,D28MTP8Exp32022,3,28,2022,32022,10/17/2022,Week4,100,0,Chrysosphaerella sp.,3578.767968,0,17.834,202.4,0.1,7.9,2.17,9.23,20.41
9,D0MTP9Exp32022,3,0,2022,32022,9/19/2022,Day0,1,21.58495935,Chrysosphaerella sp.,1831.969293,1.178238054,17.482,188.3,0.09,7.65,7.48,9.21,6.34
9,D7MTP9Exp32022,3,7,2022,32022,9/26/2022,Week1,1,8.704754098,Chrysosphaerella sp.,11207.83851,0.077666662,18.286,191.8,0.09,8.4,5.59,9.31,39.67
9,D14MTP9Exp32022,3,14,2022,32022,10/3/2022,Week2,1,0,Chrysosphaerella sp.,4053.223667,0,18.705,193.8,0.09,8.1,8.92,8.94,12.73
9,D21MTP9Exp32022,3,21,2022,32022,10/10/2022,Week3,1,0,Chrysosphaerella sp.,4871.550809,0,18.165,196,0.09,8.34,3.37,8.91,6.85
9,D28MTP9Exp32022,3,28,2022,32022,10/17/2022,Week4,1,0,Chrysosphaerella sp.,4572.015041,0,18.021,200.4,0.09,7.96,1.17,9.12,7.05
10,D0MTP10Exp32022,3,0,2022,32022,9/19/2022,Day0,10,21.94173554,Chrysosphaerella sp.,1215.890145,1.804582069,17.447,188.2,0.09,7.73,7.93,9.44,6.12
10,D7MTP10Exp32022,3,7,2022,32022,9/26/2022,Week1,10,0,Chrysosphaerella sp.,71499.93911,0,18.015,192.7,0.09,8.06,7.52,9.23,47.89
10,D14MTP10Exp32022,3,14,2022,32022,10/3/2022,Week2,10,13.03042945,Chrysosphaerella sp.,20285.98531,0.064233653,18.084,196.6,0.09,7.76,5.08,8.83,35.91
10,D21MTP10Exp32022,3,21,2022,32022,10/10/2022,Week3,10,0,Chrysosphaerella sp.,5142.218947,0,18.191,195.9,0.09,8.19,3.35,8.85,5.35
10,D28MTP10Exp32022,3,28,2022,32022,10/17/2022,Week4,10,0,Chrysosphaerella sp.,1461.301748,0,17.253,228.1,0.1,8,1.96,9.36,11.91
12,D0MTP12Exp32022,3,0,2022,32022,9/19/2022,Day0,30,38.61745455,Chrysosphaerella sp.,1335.396278,2.891834819,17.466,188.1,0.09,7.75,7.4,9.42,5.55
12,D7MTP12Exp32022,3,7,2022,32022,9/26/2022,Week1,30,4.31699187,Chrysosphaerella sp.,13352.45585,0.03233107,18.08,191.8,0.09,7.91,7.38,9.29,75.08
12,D14MTP12Exp32022,3,14,2022,32022,10/3/2022,Week2,30,0,Chrysosphaerella sp.,19237.00914,0,18.512,234.1,0.12,8.35,3.69,9.26,25.12
