Tank,sample-id,Experiment,Day,Year,ExpYear,sample_date,SampleEvent,treatment_cellsperml,observed_treatment_cellperml,Species,total_density,relative_inoculant_density_percent,TempC,Cond_mS.cm,Salinity_PSU,pH,Turbidity_FNU,DO_mg.L,TChlor_ug.L
11,D22MTP11Exp22021,2,22,2021,22021,8/16/2021,Week3,30,0,Trachelomonas abrupta,1313.033849,0,22.653,188.2,0.09,8.32,0.75,8.35,2.85
11,D28MTP11Exp22021,2,28,2021,22021,8/23/2021,Week4,30,0,Trachelomonas abrupta,5389.653438,0,22.667,187.7,0.09,8.29,0.5,8.33,2.98
12,D0MTP12Exp22021,2,0,2021,22021,7/26/2021,Day0,10,8.704754098,Trachelomonas abrupta,6641.727377,0.131061599,22.207,198.6,0.09,7.88,5.45,8.46,16.87
12,D7MTP12Exp22021,2,7,2021,22021,8/2/2021,Week1,10,25.48752,Trachelomonas abrupta,9268.96144,0.274977085,22.647,184.7,0.09,8.19,3.16,8.43,19.81
12,D14MTP12Exp22021,2,14,2021,22021,8/9/2021,Week2,10,2.86634278,Trachelomonas abrupta,2585.441188,0.110864745,22.992,182.6,0.09,8.22,0.64,8.23,3.64
12,D22MTP12Exp22021,2,22,2021,22021,8/16/2021,Week3,10,0,Trachelomonas abrupta,5129.038777,0,22.781,186.2,0.09,8.49,4.51,8.49,3.1
12,D28MTP12Exp22021,2,28,2021,22021,8/23/2021,Week4,10,0,Trachelomonas abrupta,2077.326147,0,22.778,186.9,0.09,8.32,0.82,8.3,2.79
13,D0MTP13Exp22021,2,0,2021,22021,7/26/2021,Day0,0,0,Trachelomonas abrupta,3947.605984,0,22.029,178.9,0.08,7.98,5.32,8.41,12.59
13,D7MTP13Exp22021,2,7,2021,22021,8/2/2021,Week1,0,0,Trachelomonas abrupta,8772.878261,0,22.746,178.7,0.08,8.16,2.12,8.4,12.13
13,D14MTP13Exp22021,2,14,2021,22021,8/9/2021,Week2,0,0,Trachelomonas abrupta,22208.86746,0,23.126,176.2,0.08,8.28,2.21,8.34,13.57
13,D22MTP13Exp22021,2,22,2021,22021,8/16/2021,Week3,0,0,Trachelomonas abrupta,25004.01691,0,22.714,187.1,0.09,8.62,3.41,8.19,8.89
13,D28MTP13Exp22021,2,28,2021,22021,8/23/2021,Week4,0,0,Trachelomonas abrupta,4695.289527,0,22.678,184.2,0.09,8.23,0.77,8.3,5.64
14,D0MTP14Exp22021,2,0,2021,22021,7/26/2021,Day0,10,4.29951417,Trachelomonas abrupta,4897.14664,0.087796313,22.007,185.1,0.09,7.86,5.36,8.42,13.13
14,D7MTP14Exp22021,2,7,2021,22021,8/2/2021,Week1,10,17.05991968,Trachelomonas abrupta,13392.03695,0.127388535,22.626,184.3,0.09,8.14,3.27,8.41,18.12
14,D14MTP14Exp22021,2,14,2021,22021,8/9/2021,Week2,10,0,Trachelomonas abrupta,37169.3,0,22.984,182.4,0.09,8.46,6.07,8.57,6.12
14,D22MTP14Exp22021,2,22,2021,22021,8/16/2021,Week3,10,0,Trachelomonas abrupta,5063.831463,0,22.621,183.3,0.09,8.44,3.2,8.5,4.8
14,D28MTP14Exp22021,2,28,2021,22021,8/23/2021,Week4,10,0,Trachelomonas abrupta,4129.452111,0,22.701,187.8,0.09,8.24,0.54,8.32,3.14
15,D0MTP15Exp22021,2,0,2021,22021,7/26/2021,Day0,1,4.197549407,Trachelomonas abrupta,4776.811226,0.087873462,22.023,185.3,0.09,7.87,5.22,8.44,16.86
15,D7MTP15Exp22021,2,7,2021,22021,8/2/2021,Week1,1,24.98776471,Trachelomonas abrupta,12535.52863,0.199335548,22.61,183,0.09,8.09,3.35,8.41,16.18
15,D14MTP15Exp22021,2,14,2021,22021,8/9/2021,Week2,1,0,Trachelomonas abrupta,22857.07723,0,23.067,187.5,0.09,8.13,5.76,8.23,7.33
15,D22MTP15Exp22021,2,22,2021,22021,8/16/2021,Week3,1,0,Trachelomonas abrupta,94640.00908,0,22.631,190.2,0.09,8.36,5.55,8.4,12.63
15,D28MTP15Exp22021,2,28,2021,22021,8/23/2021,Week4,1,0,Trachelomonas abrupta,19445.07053,0,22.527,191.1,0.09,8.29,1.86,8.31,10.04
16,D0MTP16Exp22021,2,0,2021,22021,7/26/2021,Day0,100,70.79866667,Trachelomonas abrupta,3681.530667,1.923076923,22.269,183.2,0.09,7.92,5.68,8.4,15.72
16,D7MTP16Exp22021,2,7,2021,22021,8/2/2021,Week1,100,46.72712,Trachelomonas abrupta,4553.77024,1.026119403,22.785,180.9,0.08,8.04,1.82,8.34,7.45
16,D14MTP16Exp22021,2,14,2021,22021,8/9/2021,Week2,100,5.596732543,Trachelomonas abrupta,1525.109618,0.366972477,23.037,183.9,0.09,8.12,1.24,8.14,3.53
16,D22MTP16Exp22021,2,22,2021,22021,8/16/2021,Week3,100,0,Trachelomonas abrupta,470.0917505,0,22.713,186.1,0.09,8.25,2.55,8.4,5.39
16,D28MTP16Exp22021,2,28,2021,22021,8/23/2021,Week4,100,0,Trachelomonas abrupta,4417.8368,0,22.7,185.3,0.09,8.36,0.32,8.53,8.32
17,D0MTP17Exp22021,2,0,2021,22021,7/26/2021,Day0,1,0,Trachelomonas abrupta,4635.69693,0,22.242,183.1,0.09,7.88,5.42,8.41,13.73
17,D7MTP17Exp22021,2,7,2021,22021,8/2/2021,Week1,1,17.19805668,Trachelomonas abrupta,16269.36162,0.105708245,22.95,181.5,0.09,8.09,2.51,8.32,16.91
17,D14MTP17Exp22021,2,14,2021,22021,8/9/2021,Week2,1,0,Trachelomonas abrupta,3499.12445,0,23.075,179.8,0.08,8.06,1.57,8.19,4.27
17,D22MTP17Exp22021,2,22,2021,22021,8/16/2021,Week3,1,0,Trachelomonas abrupta,1218.981227,0,22.598,173.4,0.08,8.2,2.82,8.38,5.2
17,D28MTP17Exp22021,2,28,2021,22021,8/23/2021,Week4,1,0,Trachelomonas abrupta,1599.120463,0,22.591,188.6,0.09,8.22,0.55,8.28,3.69
18,D0MTP18Exp22021,2,0,2021,22021,7/26/2021,Day0,100,71.35833992,Trachelomonas abrupta,5561.752965,1.283018868,22.322,181.1,0.08,7.97,5.81,8.37,19.44
18,D7MTP18Exp22021,2,7,2021,22021,8/2/2021,Week1,100,75.85571429,Trachelomonas abrupta,15508.27937,0.489130435,22.83,185.8,0.09,8.28,3.01,8.39,15.75
18,D14MTP18Exp22021,2,14,2021,22021,8/9/2021,Week2,100,0,Trachelomonas abrupta,42597.19777,0,23.119,186,0.09,8.3,6.73,8.33,3.49
18,D22MTP18Exp22021,2,22,2021,22021,8/16/2021,Week3,100,0,Trachelomonas abrupta,19668.04088,0,22.825,183.5,0.09,8.37,3.5,8.48,4.45
18,D28MTP18Exp22021,2,28,2021,22021,8/23/2021,Week4,100,0,Trachelomonas abrupta,11643.70104,0,22.735,185.9,0.09,8.3,1.08,8.22,2.46
19,D0MTP19Exp22021,2,0,2021,22021,7/26/2021,Day0,30,29.97524194,Trachelomonas abrupta,4864.553548,0.616197183,22.337,182,0.09,7.9,5.32,8.41,11.89
19,D7MTP19Exp22021,2,7,2021,22021,8/2/2021,Week1,30,16.4648062,Trachelomonas abrupta,10817.37767,0.152207002,22.804,182.7,0.09,8.21,2.42,8.43,18.39
19,D14MTP19Exp22021,2,14,2021,22021,8/9/2021,Week2,30,0,Trachelomonas abrupta,26051.69687,0,23.208,188.1,0.09,8.44,3.02,8.53,4.09
19,D22MTP19Exp22021,2,22,2021,22021,8/16/2021,Week3,30,0,Trachelomonas abrupta,19894.69869,0,22.892,182.7,0.09,8.46,5.38,8.65,4.2
19,D28MTP19Exp22021,2,28,2021,22021,8/23/2021,Week4,30,0,Trachelomonas abrupta,6997.077903,0,22.964,190.9,0.09,8.26,1.24,8.25,3.07
20,D0MTP20Exp22021,2,0,2021,22021,7/26/2021,Day0,0,0,Trachelomonas abrupta,4529.408675,0,22.254,177.1,0.09,7.9,5.73,8.46,14.42
20,D7MTP20Exp22021,2,7,2021,22021,8/2/2021,Week1,0,0,Trachelomonas abrupta,11348.78627,0,22.767,176.9,0.08,8.13,1.96,8.44,13.69
20,D14MTP20Exp22021,2,14,2021,22021,8/9/2021,Week2,0,0,Trachelomonas abrupta,19124.16996,0,22.993,182.2,0.09,8.17,2.65,8.36,4.35
20,D22MTP20Exp22021,2,22,2021,22021,8/16/2021,Week3,0,0,Trachelomonas abrupta,693.0968521,0,22.804,183,0.09,8.33,1.83,8.47,4.07
20,D28MTP20Exp22021,2,28,2021,22021,8/23/2021,Week4,0,0,Trachelomonas abrupta,2498.77647,0,22.828,185.5,0.09,8.3,0.91,8.36,3.02
21,D0MTP21Exp22021,2,0,2021,22021,7/26/2021,Day0,100,65.60494208,Trachelomonas abrupta,4657.950888,1.408450704,22.29,184.5,0.09,7.9,5.71,8.35,13.05
21,D7MTP21Exp22021,2,7,2021,22021,8/2/2021,Week1,100,77.07919355,Trachelomonas abrupta,11733.16613,0.656934307,22.899,182.2,0.09,8.24,3.54,8.4,10.76
21,D14MTP21Exp22021,2,14,2021,22021,8/9/2021,Week2,100,0,Trachelomonas abrupta,16843.69918,0,23.292,184.4,0.09,8.27,3.07,8.33,2.62
21,D22MTP21Exp22021,2,22,2021,22021,8/16/2021,Week3,100,0,Trachelomonas abrupta,3522.090927,0,22.791,183.8,0.09,8.31,4.15,8.47,3.33
21,D28MTP21Exp22021,2,28,2021,22021,8/23/2021,Week4,100,0,Trachelomonas abrupta,2389.455,0,22.798,187.7,0.09,8.3,0.6,8.27,2.11
1,D0MTP1Exp12022,1,0,2022,12022,6/1/2022,Day0,100,80.22910537,Chrysosphaerella sp.,425.6924789,18.84672841,15,137.2,0.06,8.07,13.55,9.42,11.5
1,D7MTP1Exp12022,1,7,2022,12022,6/8/2022,Week1,100,29.49944444,Chrysosphaerella sp.,2498.956938,1.180470299,23.312,145.1,0.07,7.85,7.38,8.84,14.85
1,D14MTP1Exp12022,1,14,2022,12022,6/15/2022,Week2,100,30.03579798,Chrysosphaerella sp.,10726.99839,0.280001888,15.485,148,0.07,8.36,8.95,10.65,39.95
1,D21MTP1Exp12022,1,21,2022,12022,6/22/2022,Week3,100,0,Chrysosphaerella sp.,12369.42222,0,15.586,151.8,0.07,8.19,5.93,10.6,38.87
1,D29MTP1Exp12022,1,29,2022,12022,6/29/2022,Week4,100,0,Chrysosphaerella sp.,5431.149685,0,15.46,158.9,0.09,8.85,3.4,10.13,15.55
2,D0MTP2Exp12022,1,0,2022,12022,6/1/2022,Day0,1,13.55719149,Chrysosphaerella sp.,375.4973139,3.610462974,15,139.9,0.06,8.07,14.19,9.96,11.2
2,D7MTP2Exp12022,1,7,2022,12022,6/8/2022,Week1,1,0,Chrysosphaerella sp.,1579.782013,0,23.13,158.3,0.07,8.14,5.16,8.86,11.43
2,D14MTP2Exp12022,1,14,2022,12022,6/15/2022,Week2,1,4.230996016,Chrysosphaerella sp.,5791.645408,0.073053437,15.893,209.2,0.1,8.9,7.06,10.54,19.45
2,D21MTP2Exp12022,1,21,2022,12022,6/22/2022,Week3,1,0,Chrysosphaerella sp.,6698.861794,0,15.86,154,0.07,8.09,5.17,10.6,18.86
2,D29MTP2Exp12022,1,29,2022,12022,6/29/2022,Week4,1,1.497856135,Chrysosphaerella sp.,841.7951482,0.177935943,15.615,154.2,0.09,8.53,2.95,10.15,9.32
3,D0MTP3Exp12022,1,0,2022,12022,6/1/2022,Day0,0,6.555432099,Chrysosphaerella sp.,504.7682716,1.298701299,14.9,136.7,0.07,8.1,18.73,10.21,11.49
3,D7MTP3Exp12022,1,7,2022,12022,6/8/2022,Week1,0,0,Chrysosphaerella sp.,924.717279,0,23.429,160.1,0.07,8.03,5.52,8.82,11.44
3,D14MTP3Exp12022,1,14,2022,12022,6/15/2022,Week2,0,0,Chrysosphaerella sp.,3803.636869,0,15.835,173,0.07,8.6,8.09,10.66,21.33
3,D21MTP3Exp12022,1,21,2022,12022,6/22/2022,Week3,0,0,Chrysosphaerella sp.,5147.063066,0,15.605,148.4,0.07,8.14,5.51,10.6,27.61
3,D29MTP3Exp12022,1,29,2022,12022,6/29/2022,Week4,0,0,Chrysosphaerella sp.,2654.95,0,15.54,158,0.09,8.54,3.74,10.33,11.9
4,D0MTP4Exp12022,1,0,2022,12022,6/1/2022,Day0,30,21.02930693,Chrysosphaerella sp.,595.2394232,3.532915682,15.075,142.9,0.08,8.11,13.44,10.14,11.44
4,D7MTP4Exp12022,1,7,2022,12022,6/8/2022,Week1,30,25.64136821,Chrysosphaerella sp.,1057.029352,2.425795288,23.608,140.8,0.07,7.89,7.87,8.84,11.4
4,D14MTP4Exp12022,1,14,2022,12022,6/15/2022,Week2,30,25.48752,Chrysosphaerella sp.,7636.344187,0.333765993,15.958,228.2,0.1,8.77,7.77,10.65,32.63
4,D21MTP4Exp12022,1,21,2022,12022,6/22/2022,Week3,30,0,Chrysosphaerella sp.,8048.228595,0,15.623,147.5,0.07,8.14,3.33,10.58,21.66
4,D29MTP4Exp12022,1,29,2022,12022,6/29/2022,Week4,30,0,Chrysosphaerella sp.,818.5221344,0,15.61,173.6,0.1,8.75,2.44,10.26,10.8
5,D0MTP5Exp12022,1,0,2022,12022,6/1/2022,Day0,10,34.18849095,Chrysosphaerella sp.,647.822849,5.277444443,15.021,135.4,0.06,7.94,13.75,10.2,11.16
5,D7MTP5Exp12022,1,7,2022,12022,6/8/2022,Week1,10,37.92785714,Chrysosphaerella sp.,1514.155375,2.504885415,23.504,168.4,0.08,8.15,7.38,8.87,13.37
5,D14MTP5Exp12022,1,14,2022,12022,6/15/2022,Week2,10,4.214206349,Chrysosphaerella sp.,6843.365407,0.061580905,15.682,174.1,0.08,8.69,7.34,10.69,22.87
5,D21MTP5Exp12022,1,21,2022,12022,6/22/2022,Week3,10,0,Chrysosphaerella sp.,5542.60478,0,15.67,148.2,0.07,7.96,5.5,10.63,17.81
5,D29MTP5Exp12022,1,29,2022,12022,6/29/2022,Week4,10,0,Chrysosphaerella sp.,2551.395933,0,15.54,165.5,0.1,8.82,3.69,10.25,9.87
7,D0MTP7Exp12022,1,0,2022,12022,6/1/2022,Day0,30,50.47033663,Chrysosphaerella sp.,1099.757349,4.589224768,14.983,137.3,0.07,7.84,13.54,10.2,11.24
7,D7MTP7Exp12022,1,7,2022,12022,6/8/2022,Week1,30,21.02930693,Chrysosphaerella sp.,682.2069378,3.082540761,23.148,168,0.08,8.21,5.33,8.89,11.12
7,D14MTP7Exp12022,1,14,2022,12022,6/15/2022,Week2,30,34.46588235,Chrysosphaerella sp.,2058.909684,1.673987092,15.609,235.1,0.11,8.65,7.22,10.66,15.76
7,D21MTP7Exp12022,1,21,2022,12022,6/22/2022,Week3,30,15.61735294,Chrysosphaerella sp.,7282.892255,0.214438885,15.517,151.3,0.07,8.17,6.79,10.6,36.47
7,D29MTP7Exp12022,1,29,2022,12022,6/29/2022,Week4,30,0,Chrysosphaerella sp.,7463.956599,0,15.45,193,0.11,8.81,3.29,10.23,29.85
8,D0MTP8Exp12022,1,0,2022,12022,6/1/2022,Day0,0,0,Chrysosphaerella sp.,521.4512575,0,15.013,137.2,0.07,8,14.46,10.22,11.49
8,D7MTP8Exp12022,1,7,2022,12022,6/8/2022,Week1,0,0,Chrysosphaerella sp.,1928.55568,0,23.284,168,0.08,8.24,7.83,8.93,14.2
8,D14MTP8Exp12022,1,14,2022,12022,6/15/2022,Week2,0,8,Chrysosphaerella sp.,8820.396712,0.090698868,15.718,187.7,0.09,8.51,9.75,10.69,41.7
8,D21MTP8Exp12022,1,21,2022,12022,6/22/2022,Week3,0,0,Chrysosphaerella sp.,7992.642865,0,15.574,148.2,0.07,7.94,5.78,10.61,31.73
8,D29MTP8Exp12022,1,29,2022,12022,6/29/2022,Week4,0,0,Chrysosphaerella sp.,1108.33627,0,15.49,169.8,0.13,8.56,3.31,10.27,11.35
9,D0MTP9Exp12022,1,0,2022,12022,6/1/2022,Day0,100,106.4197077,Chrysosphaerella sp.,1426.663326,7.459342773,15.012,137,0.06,7.75,13.8,10.27,11.44
9,D7MTP9Exp12022,1,7,2022,12022,6/8/2022,Week1,100,38.93205703,Chrysosphaerella sp.,3934.280383,0.989559798,23.077,142.1,0.07,8.28,6.06,8.97,14.42
9,D14MTP9Exp12022,1,14,2022,12022,6/15/2022,Week2,100,12.87248485,Chrysosphaerella sp.,7559.772372,0.170276091,15.767,157,0.07,8.64,9.24,10.7,45.15
9,D21MTP9Exp12022,1,21,2022,12022,6/22/2022,Week3,100,0,Chrysosphaerella sp.,4925.31465,0,15.69,153.9,0.07,8.15,5.33,10.59,18.71
9,D29MTP9Exp12022,1,29,2022,12022,6/29/2022,Week4,100,0,Chrysosphaerella sp.,1610.646099,0,15.67,188.6,0.1,8.64,4.27,10.25,9.67
10,D0MTP10Exp12022,1,0,2022,12022,6/1/2022,Day0,10,16.8568254,Chrysosphaerella sp.,287.1403124,5.870588235,15.067,144.5,0.07,7.93,13.94,10.24,11.19
10,D7MTP10Exp12022,1,7,2022,12022,6/8/2022,Week1,10,4.343476483,Chrysosphaerella sp.,480.087996,0.904725075,23.151,150.1,0.07,8.17,13.32,9.02,10.31
10,D14MTP10Exp12022,1,14,2022,12022,6/15/2022,Week2,10,4.406556017,Chrysosphaerella sp.,3634.289015,0.121249466,15.737,200.1,0.09,8.39,14.76,10.65,18.6
10,D21MTP10Exp12022,1,21,2022,12022,6/22/2022,Week3,10,0,Chrysosphaerella sp.,9470.029654,0,15.609,156.4,0.07,7.92,11.11,10.58,34.62
10,D29MTP10Exp12022,1,29,2022,12022,6/29/2022,Week4,10,0,Chrysosphaerella sp.,15230.34732,0,15.55,161.1,0.08,8.44,5.11,10.33,43.65
11,D0MTP11Exp12022,1,0,2022,12022,6/1/2022,Day0,100,59.1161829,Chrysosphaerella sp.,578.7783962,10.2139581,15.338,148.6,0.07,8.27,13.54,10.4,11.9
11,D7MTP11Exp12022,1,7,2022,12022,6/8/2022,Week1,100,0,Chrysosphaerella sp.,397.5171039,0,23.198,217.9,0.1,8.14,9.21,8.98,10.23
11,D14MTP11Exp12022,1,14,2022,12022,6/15/2022,Week2,100,0,Chrysosphaerella sp.,998.0053012,0,15.652,192.1,0.09,8.38,8.65,10.6,12.72
11,D21MTP11Exp12022,1,21,2022,12022,6/22/2022,Week3,100,0,Chrysosphaerella sp.,2942.738473,0,15.61,153.5,0.07,7.93,10.15,10.58,18.17
11,D29MTP11Exp12022,1,29,2022,12022,6/29/2022,Week4,100,4.46210084,Chrysosphaerella sp.,6117.540252,0.07293946,15.59,180.2,0.1,8.74,10.16,10.25,27.12
12,D0MTP12Exp12022,1,0,2022,12022,6/1/2022,Day0,1,13.03042945,Chrysosphaerella sp.,734.5773246,1.773867639,15.621,138.6,0.07,8.26,13.73,10.32,11.29
12,D7MTP12Exp12022,1,7,2022,12022,6/8/2022,Week1,1,4.308235294,Chrysosphaerella sp.,2199.066902,0.19591197,23.022,153.4,0.07,8.32,9.11,9.02,14.74
12,D14MTP12Exp12022,1,14,2022,12022,6/15/2022,Week2,1,8.59902834,Chrysosphaerella sp.,5011.557776,0.171583941,15.608,147.7,0.07,8.03,6.25,10.72,25.34
12,D21MTP12Exp12022,1,21,2022,12022,6/22/2022,Week3,1,4.26497992,Chrysosphaerella sp.,7972.033055,0.053499275,15.78,150.5,0.07,8.04,3.93,10.55,13.42
12,D29MTP12Exp12022,1,29,2022,12022,6/29/2022,Week4,1,0,Chrysosphaerella sp.,2518.91124,0,15.63,161.1,0.08,8.75,3.25,10.21,10.12
13,D0MTP13Exp12022,1,0,2022,12022,6/1/2022,Day0,30,12.71832335,Chrysosphaerella sp.,482.5242904,2.635789245,15.516,134.8,0.07,8.09,14,10.24,11.39
13,D7MTP13Exp12022,1,7,2022,12022,6/8/2022,Week1,30,8.428412698,Chrysosphaerella sp.,969.4705545,0.869383052,22.974,168.4,0.08,8.22,6.14,9.04,12.21
13,D14MTP13Exp12022,1,14,2022,12022,6/15/2022,Week2,30,14.10332005,Chrysosphaerella sp.,2549.880266,0.553097345,15.952,212,0.1,8.68,5.6,10.6,17.12
13,D21MTP13Exp12022,1,21,2022,12022,6/22/2022,Week3,30,0,Chrysosphaerella sp.,5314.252377,0,15.876,149.8,0.07,7.89,5.23,10.53,15.22
13,D29MTP13Exp12022,1,29,2022,12022,6/29/2022,Week4,30,0,Chrysosphaerella sp.,1371.107883,0,15.68,174.2,0.12,8.74,2.81,10.13,11.73
14,D0MTP14Exp12022,1,0,2022,12022,6/1/2022,Day0,10,30.10768041,Chrysosphaerella sp.,812.9073711,3.703703704,15.539,139.9,0.07,8.25,14.09,10.29,11.27
14,D7MTP14Exp12022,1,7,2022,12022,6/8/2022,Week1,10,25.08614173,Chrysosphaerella sp.,1588.788976,1.578947368,23.183,149.1,0.07,8.28,10.1,9.02,13.43
14,D14MTP14Exp12022,1,14,2022,12022,6/15/2022,Week2,10,0,Chrysosphaerella sp.,6884.660466,0,15.732,196.4,0.09,8.48,7.91,10.66,33.34
14,D21MTP14Exp12022,1,21,2022,12022,6/22/2022,Week3,10,0,Chrysosphaerella sp.,4388.664337,0,15.824,152.5,0.07,7.87,4.64,10.53,19.33
14,D29MTP14Exp12022,1,29,2022,12022,6/29/2022,Week4,10,0,Chrysosphaerella sp.,1020.004506,0,15.6,168.4,0.1,8.5,5.46,10.35,11.69
15,D0MTP15Exp12022,1,0,2022,12022,6/1/2022,Day0,0,4.230996016,Chrysosphaerella sp.,566.9534661,0.746268657,15.448,135.6,0.06,8.23,14.08,10.22,11.6
15,D7MTP15Exp12022,1,7,2022,12022,6/8/2022,Week1,0,0,Chrysosphaerella sp.,736.4198661,0,22.939,197.6,0.09,8.21,5.89,9.08,11.12
15,D14MTP15Exp12022,1,14,2022,12022,6/15/2022,Week2,0,0,Chrysosphaerella sp.,1931.134363,0,15.839,192.3,0.09,8.56,7.22,10.58,13.9
15,D21MTP15Exp12022,1,21,2022,12022,6/22/2022,Week3,0,0,Chrysosphaerella sp.,1362.166347,0,15.844,148.4,0.07,8.01,3.62,10.49,13.7
15,D29MTP15Exp12022,1,29,2022,12022,6/29/2022,Week4,0,0,Chrysosphaerella sp.,1634.140199,0,15.8,157.6,0.08,8.86,2.75,10.25,9.64
16,D0MTP16Exp12022,1,0,2022,12022,6/1/2022,Day0,100,108.5869121,Chrysosphaerella sp.,620.1504487,17.50976917,15.241,141,0.08,8.07,13.3,10.36,10.74
16,D7MTP16Exp12022,1,7,2022,12022,6/8/2022,Week1,100,17.69966667,Chrysosphaerella sp.,1000.148125,1.76970453,22.877,156.8,0.07,8.39,6.15,9.1,11.64
16,D14MTP16Exp12022,1,14,2022,12022,6/15/2022,Week2,100,8.63398374,Chrysosphaerella sp.,6009.252683,0.143678161,15.734,149.1,0.07,8.08,5.72,10.75,18.68
16,D21MTP16Exp12022,1,21,2022,12022,6/22/2022,Week3,100,0,Chrysosphaerella sp.,4603.376115,0,15.745,146.5,0.07,7.94,3.06,10.58,11.65
16,D29MTP16Exp12022,1,29,2022,12022,6/29/2022,Week4,100,0,Chrysosphaerella sp.,1155.422374,0,15.62,155.3,0.08,8.86,2.73,10.21,8.81
17,D0MTP17Exp12022,1,0,2022,12022,6/1/2022,Day0,1,4.370288066,Chrysosphaerella sp.,705.8814669,0.61912492,15.297,137,0.07,8.13,13.6,10.25,11.27
17,D7MTP17Exp12022,1,7,2022,12022,6/8/2022,Week1,1,21.85144033,Chrysosphaerella sp.,1318.405336,1.657414434,22.891,169.7,0.08,8.09,8.36,9.13,13.48
17,D14MTP17Exp12022,1,14,2022,12022,6/15/2022,Week2,1,8.651568228,Chrysosphaerella sp.,7181.230774,0.120474728,15.628,174.2,0.08,8.37,6.77,10.68,29.85
17,D21MTP17Exp12022,1,21,2022,12022,6/22/2022,Week3,1,0,Chrysosphaerella sp.,2932.404234,0,15.641,148.4,0.07,7.99,4,10.55,15.37
17,D29MTP17Exp12022,1,29,2022,12022,6/29/2022,Week4,1,0,Chrysosphaerella sp.,1827.293522,0,15.51,155.3,0.08,8.84,3.09,10.31,10.63
18,D0MTP18Exp12022,1,0,2022,12022,6/1/2022,Day0,1,0,Chrysosphaerella sp.,374.0577329,0,15.394,138.3,0.07,8.06,13.59,10.29,11.6
18,D7MTP18Exp12022,1,7,2022,12022,6/8/2022,Week1,1,38.15497006,Chrysosphaerella sp.,1434.61686,2.659593034,22.976,151.2,0.07,8.05,8.14,9.13,11.78
18,D14MTP18Exp12022,1,14,2022,12022,6/15/2022,Week2,1,8.478882236,Chrysosphaerella sp.,2490.629765,0.340431258,15.659,151.5,0.07,7.89,9.77,10.66,17.24
18,D21MTP18Exp12022,1,21,2022,12022,6/22/2022,Week3,1,22.65557333,Chrysosphaerella sp.,4938.914987,0.458715596,15.63,154.6,0.07,7.86,6.12,10.53,31.72
18,D29MTP18Exp12022,1,29,2022,12022,6/29/2022,Week4,1,0,Chrysosphaerella sp.,5215.310688,0,15.51,164.8,0.09,8.59,4.79,10.28,14.46
19,D0MTP19Exp12022,1,0,2022,12022,6/1/2022,Day0,10,17.4095082,Chrysosphaerella sp.,821.7804982,2.11851075,15.48,143.3,0.07,8.15,13.33,10.11,12.31
19,D7MTP19Exp12022,1,7,2022,12022,6/8/2022,Week1,10,13.21966805,Chrysosphaerella sp.,952.4439154,1.387973385,23.075,159,0.07,8.29,6.39,9.07,12.33
19,D14MTP19Exp12022,1,14,2022,12022,6/15/2022,Week2,10,4.334612245,Chrysosphaerella sp.,3592.411039,0.120660253,15.605,158.9,0.07,8.07,5.39,10.75,25.04
19,D21MTP19Exp12022,1,21,2022,12022,6/22/2022,Week3,10,0,Chrysosphaerella sp.,2250.079082,0,15.902,149,0.07,7.96,3.37,10.52,11.58
19,D29MTP19Exp12022,1,29,2022,12022,6/29/2022,Week4,10,0,Chrysosphaerella sp.,12047.10112,0,15.65,158.2,0.08,8.8,3.64,10.27,11.17
20,D0MTP20Exp12022,1,0,2022,12022,6/1/2022,Day0,30,4.273561368,Chrysosphaerella sp.,632.7237512,0.675422941,15.395,144.7,0.07,7.95,13.3,10.24,10.98
20,D7MTP20Exp12022,1,7,2022,12022,6/8/2022,Week1,30,0,Chrysosphaerella sp.,274.4679921,0,23.246,151.3,0.07,8.23,10.07,9.06,9.26
20,D14MTP20Exp12022,1,14,2022,12022,6/15/2022,Week2,30,0,Chrysosphaerella sp.,1488.757009,0,15.878,244.1,0.12,8.5,8.16,10.6,9.78
20,D21MTP20Exp12022,1,21,2022,12022,6/22/2022,Week3,30,4.24792,Chrysosphaerella sp.,5624.24608,0.075528701,15.999,164.2,0.08,8.02,8.49,10.43,22.65
20,D29MTP20Exp12022,1,29,2022,12022,6/29/2022,Week4,30,0,Chrysosphaerella sp.,18675.30683,0,15.83,168.3,0.1,8.75,11.78,10.19,43.8
21,D0MTP21Exp12022,1,0,2022,12022,6/1/2022,Day0,0,0,Chrysosphaerella sp.,756.714494,0,15.397,137.2,0.07,8,13.24,10.04,11.89
21,D7MTP21Exp12022,1,7,2022,12022,6/8/2022,Week1,0,0,Chrysosphaerella sp.,2302.709109,0,23.219,169.5,0.08,8.32,7.26,9.07,14.16
21,D14MTP21Exp12022,1,14,2022,12022,6/15/2022,Week2,0,4.31699187,Chrysosphaerella sp.,4368.813109,0.098813837,15.974,146.2,0.07,8.2,5.34,10.64,24.41
21,D21MTP21Exp12022,1,21,2022,12022,6/22/2022,Week3,0,0,Chrysosphaerella sp.,2722.377301,0,16.88,156.4,0.07,7.93,3.38,10.41,11.24
21,D29MTP21Exp12022,1,29,2022,12022,6/29/2022,Week4,0,0,Chrysosphaerella sp.,3808.736682,0,15.87,152.3,0.08,8.61,3.97,10.17,9.28
